Палласовка;pallasovka;в Палласовке
Партизанск;partizansk;в Партизанске
Певек;pevek;в Певеке
Пенза;penza;в Пензе
Первомайск;pervomajsk;в Первомайске
Первоуральск;pervouralsk;в Первоуральске
Перевоз;perevoz;в Перевозе
Пересвет;peresvet;в Пересвете
Переславль-Залесский;pereslavl-zalesskij;в Переславле-Залесском
Пермь;perm;в Перми
Пестово;pestovo;в Пестово
Петергоф;petergof;в Петергофе
Петров Вал;petrov val;в Петрове Вале
Петровск;petrovsk;в Петровске
Петровск-Забайкальский;petrovsk-zabajkalskij;в Петровске-Забайкальском
Петрозаводск;petrozavodsk;в Петрозаводске
Петропавловск-Камчатский;petropavlovsk-kamchatskij;в Петропавловске-Камчатском
Петухово;petuhovo;в Петухово
Петушки;petushki;в Петушках
Печора;pechora;в Печоре
Печоры;pechory;в Печорах
Пикалёво;pikalyovo;в Пикалёво
Пионерский;pionerskij;в Пионерском
Питкяранта;pitkyaranta;в Питкяранте
Плавск;plavsk;в Плавске
Пласт;plast;в Пласте
Плёс;plyos;в Плёсе
Поворино;povorino;в Поворино
Подольск;podolsk;в Подольске
Подпорожье;podporozhe;в Подпорожье
Покачи;pokachi;в Покачах
Покров;pokrov;в Покрове
Покровск;pokrovsk;в Покровске
Полевской;polevskoj;в Полевском
Полесск;polessk;в Полесске
Полысаево;polysaevo;в Полысаево
Полярные Зори;polyarnye zori;в Полярных Зорях
Полярный;polyarnyj;в Полярном
Поронайск;poronajsk;в Поронайске
Порхов;porhov;в Порхове
Похвистнево;pohvistnevo;в Похвистнево
Почеп;pochep;в Почепе
Починок;pochinok;в Починке
Пошехонье;poshekhone;в Пошехонье
Правдинск;pravdinsk;в Правдинске
Приволжск;privolzhsk;в Приволжске
Приморск;primorsk;в Приморске
Приморско-Ахтарск;primorsko-ahtarsk;в Приморско-Ахтарске
Приозерск;priozersk;в Приозерске
Прокопьевск;prokopevsk;в Прокопьевске
Пролетарск;proletarsk;в Пролетарске
Протвино;protvino;в Протвино
Прохладный;prohladnyj;в Прохладном
Псков;pskov;в Пскове
Пугачёв;pugachyov;в Пугачёве
Пудож;pudozh;в Пудоже
Пустошка;pustoshka;в Пустошке
Пучеж;puchezh;в Пучеже
Пушкин;pushkin;в Пушкине
Пушкино;pushkino;в Пушкино
Пущино;pushchino;в Пущино
Пыталово;pytalovo;в Пыталово
Пыть-Ях;pyt-yah;в Пыть-Яхе
Пятигорск;pyatigorsk;в Пятигорске
Радужный;raduzhnyj;в Радужном
Райчихинск;rajchihinsk;в Райчихинске
Раменское;ramenskoe;в Раменском
Рассказово;rasskazovo;в Рассказово
Ревда;revda;в Ревде
Реж;rezh;в Реже
Реутов;reutov;в Реутове
Ржев;rzhev;в Ржеве
Родники;rodniki;в Родниках
Рославль;roslavl;в Рославле
Россошь;rossosh;в Россоши
Ростов;rostov;в Ростове
Ростов-на-Дону;rostov-na-donu;в Ростове-на-Дону
Рошаль;roshal;в Рошале
Ртищево;rtishchevo;в Ртищево
Рубцовск;rubcovsk;в Рубцовске
Рудня;rudnya;в Рудне
Руза;ruza;в Рузе
Рузаевка;ruzaevka;в Рузаевке
Рыбинск;rybinsk;в Рыбинске
Рыбное;rybnoe;в Рыбном
Рыльск;rylsk;в Рыльске
Ряжск;ryazhsk;в Ряжске
Рязань;ryazan;в Рязани
Саки;saki;в Саках
Сакский район;sakskij rajon;в Сакском районе
Салават;salavat;в Салавате
Салаир;salair;в Салаире
Салехард;salekhard;в Салехарде
Сальск;salsk;в Сальске
Самара;samara;в Самаре
Санкт-Петербург;sankt-peterburg;в Санкт-Петербурге
Саранск;saransk;в Саранске
Сарапул;sarapul;в Сарапуле
Саратов;saratov;в Саратове
Саров;sarov;в Сарове
Сасово;sasovo;в Сасово
Сатка;satka;в Сатке
Сафоново;safonovo;в Сафоново
Саяногорск;sayanogorsk;в Саяногорске
Саянск;sayansk;в Саянске
Светлогорск;svetlogorsk;в Светлогорске
Светлоград;svetlograd;в Светлограде
Светлый;svetlyj;в Светлом
Светогорск;svetogorsk;в Светогорске
Свирск;svirsk;в Свирске
Свободный;svobodnyj;в Свободном
Себеж;sebezh;в Себеже
Севастополь;sevastopol;в Севастополе
Северобайкальск;severobajkalsk;в Северобайкальске
Северодвинск;severodvinsk;в Северодвинске
Северо-Курильск;severo-kurilsk;в Северо-Курильске
Североморск;severomorsk;в Североморске
Североуральск;severouralsk;в Североуральске
Северск;seversk;в Северске
Севск;sevsk;в Севске
Сегежа;segezha;в Сегеже
Сельцо;selco;в Сельце
Семёнов;semyonov;в Семёнове
Семикаракорск;semikarakorsk;в Семикаракорске
Семилуки;semiluki;в Семилуках
Сенгилей;sengilej;в Сенгилее
Серафимович;serafimovich;в Серафимовиче
Сергач;sergach;в Сергаче
Сергиев Посад;sergiev posad;в Сергиевом Посаде
Сердобск;serdobsk;в Сердобске
Серов;serov;в Серове
Серпухов;serpuhov;в Серпухове
Сертолово;sertolovo;в Сертолово
Сестрорецк;sestroreck;в Сестрорецке
Сибай;sibaj;в Сибае
Сим;sim;в Симе
Симферополь;simferopol;в Симферополе
Сковородино;skovorodino;в Сковородино
Скопин;skopin;в Скопине
Славгород;slavgorod;в Славгороде
Славск;slavsk;в Славске
Славянск-на-Кубани;slavyansk-na-kubani;в Славянске-на-Кубани
Сланцы;slancy;в Сланцах
Слободской;slobodskoj;в Слободском
Слюдянка;slyudyanka;в Слюдянке
Смоленск;smolensk;в Смоленске
Снежинск;snezhinsk;в Снежинске
Снежногорск;snezhnogorsk;в Снежногорске
Собинка;sobinka;в Собинке
Советск;sovetsk;в Советске
Советская Гавань;sovetskaya gavan;в Советской Гавани
Советский;sovetskij;в Советском
Сокол;sokol;в Соколе
Солигалич;soligalich;в Солигаличе
Соликамск;solikamsk;в Соликамске
Солнечногорск;solnechnogorsk;в Солнечногорске
Сольвычегодск;solvychegodsk;в Сольвычегодске
Соль-Илецк;sol-ileck;в Соль-Илецке
Сольцы;solcy;в Сольцах
Сорочинск;sorochinsk;в Сорочинске
Сорск;sorsk;в Сорске
Сортавала;sortavala;в Сортавале
Сосенский;sosenskij;в Сосенском
Сосновка;sosnovka;в Сосновке
Сосновоборск;sosnovoborsk;в Сосновоборске
Сосновый Бор;sosnovyj bor;в Сосновом Бору
Сосногорск;sosnogorsk;в Сосногорске
Сочи;sochi;в Сочи
Спас-Деменск;spas-demensk;в Спас-Деменске
Спас-Клепики;spas-klepiki;в Спас-Клепиках
Спасск;spassk;в Спасске
Спасск-Дальний;spassk-dalnij;в Спасске-Дальнем
Спасск-Рязанский;spassk-ryazanskij;в Спасск-Рязанском
Среднеколымск;srednekolymsk;в Среднеколымске
Среднеуральск;sredneuralsk;в Среднеуральске
Сретенск;sretensk;в Сретенске
Ставрополь;stavropol;в Ставрополе
Старая Купавна;staraya kupavna;в Старой Купавне
Старая Русса;staraya russa;в Старой Руссе
Старица;starica;в Старице
Стародуб;starodub;в Стародубе
Старый Оскол;staryj oskol;в Старом Осколе
Стерлитамак;sterlitamak;в Стерлитамаке
Стрежевой;strezhevoj;в Стрежевом
Строитель;stroitel;в Строителе
Струнино;strunino;в Струнино
Ступино;stupino;в Ступино
Суворов;suvorov;в Суворове
Судак;sudak;в Судаке
Суджа;sudzha;в Судже
Судогда;sudogda;в Судогде
Суздаль;suzdal;в Суздале
Суоярви;suoyarvi;в Суоярви
Сураж;surazh;в Сураже
Сургут;surgut;в Сургуте
Суровикино;surovikino;в Суровикино
Сурск;sursk;в Сурске
Сусуман;susuman;в Сусумане
Сухиничи;suhinichi;в Сухиничах
Сухой Лог;suhoj log;в Сухом Логу
Сызрань;syzran;в Сызрани
Сыктывкар;syktyvkar;в Сыктывкаре
Сысерть;sysert;в Сысерти
Сычёвка;sychyovka;в Сычёвке
Сясьстрой;syasstroj;в Сясьстрое
Тавда;tavda;в Тавде
Таганрог;taganrog;в Таганроге
Тайга;tajga;в Тайге
Тайшет;tajshet;в Тайшете
Талдом;taldom;в Талдоме
Талица;talica;в Талице
Тамбов;tambov;в Тамбове
Тара;tara;в Таре
Тарко-Сале;tarko-sale;в Тарко-Сале
Таруса;tarusa;в Тарусе
Татарск;tatarsk;в Татарске
Таштагол;tashtagol;в Таштаголе
Тверь;tver;в Твери
Теберда;teberda;в Теберде
Тейково;tejkovo;в Тейково
Темников;temnikov;в Темникове
Темрюк;temryuk;в Темрюке
Терек;terek;в Тереке
Тетюши;tetyushi;в Тетюшах
Тимашёвск;timashyovsk;в Тимашёвске
Тихвин;tihvin;в Тихвине
Тихорецк;tihoreck;в Тихорецке
Тобольск;tobolsk;в Тобольске
Тогучин;toguchin;в Тогучине
Тольятти;tolyatti;в Тольятти
Томари;tomari;в Томари
Томмот;tommot;в Томмоте
Томск;tomsk;в Томске
Топки;topki;в Топках
Торжок;torzhok;в Торжке
Торопец;toropec;в Торопце
Тосно;tosno;в Тосно
Тотьма;totma;в Тотьме
Трёхгорный;tryohgornyj;в Трёхгорном
Троицк;troick;в Троицке
Трубчевск;trubchevsk;в Трубчевске
Туапсе;tuapse;в Туапсе
Туймазы;tujmazy;в Туймазах
Тула;tula;в Туле
Тулун;tulun;в Тулуне
Туран;turan;в Туране
Туринск;turinsk;в Туринске
Тутаев;tutaev;в Тутаеве
Тында;tynda;в Тынде
Тырныауз;tyrnyauz;в Тырныаузе
Тюкалинск;tyukalinsk;в Тюкалинске
Тюмень;tyumen;в Тюмени
Уварово;uvarovo;в Уварово
Углегорск;uglegorsk;в Углегорске
Углич;uglich;в Угличе
Удачный;udachnyj;в Удачном
Удомля;udomlya;в Удомле
Ужур;uzhur;в Ужуре
Узловая;uzlovaya;в Узловой
Улан-Удэ;ulan-ude;в Улан-Удэ
Ульяновск;ulyanovsk;в Ульяновске
Унеча;unecha;в Унече
Урай;uraj;в Урае
Урень;uren;в Урене
Уржум;urzhum;в Уржуме
Урус-Мартан;urus-martan;в Урус-Мартане
Урюпинск;uryupinsk;в Урюпинске
Усинск;usinsk;в Усинске
Усмань;usman;в Усмани
Усолье;usole;в Усолье
Усолье-Сибирское;usole-sibirskoe;в Усолье-Сибирском
Уссурийск;ussurijsk;в Уссурийске
Усть-Джегута;ust-dzheguta;в Усть-Джегуте
Усть-Илимск;ust-ilimsk;в Усть-Илимске
Усть-Катав;ust-katav;в Усть-Катаве
Усть-Кут;ust-kut;в Усть-Куте
Усть-Лабинск;ust-labinsk;в Усть-Лабинске
Устюжна;ustyuzhna;в Устюжне
Уфа;ufa;в Уфе
Ухта;uhta;в Ухте
Учалы;uchaly;в Учалах
Уяр;uyar;в Уяре
Фатеж;fatezh;в Фатеже
Феодосия;feodosiya;в Феодосии
Фокино;fokino;в Фокино
Фролово;frolovo;во Фролово
Фрязино;fryazino;во Фрязино
Фурманов;furmanov;в Фурманове
Хабаровск;habarovsk;в Хабаровске
Хадыженск;hadyzhensk;в Хадыженске
Ханты-Мансийск;hanty-mansijsk;в Ханты-Мансийске
Харабали;harabali;в Харабали
Харовск;harovsk;в Харовске
Хасавюрт;hasavyurt;в Хасавюрте
Хвалынск;hvalynsk;в Хвалынске
Хилок;hilok;в Хилке
Химки;himki;в Химках
Холм;holm;в Холме
Холмск;holmsk;в Холмске
Хотьково;hotkovo;в Хотьково
Цивильск;civilsk;в Цивильске
Цимлянск;cimlyansk;в Цимлянске
Чадан;chadan;в Чадане
Чайковский;chajkovskij;в Чайковском
Чапаевск;chapaevsk;в Чапаевске
Чаплыгин;chaplygin;в Чаплыгине
Чебаркуль;chebarkul;в Чебаркуле
Чебоксары;cheboksary;в Чебоксарах
Чегем;chegem;в Чегеме
Чекалин;chekalin;в Чекалине
Челябинск;chelyabinsk;в Челябинске
Чердынь;cherdyn;в Чердыни
Черемхово;cheremhovo;в Черемхово
Черепаново;cherepanovo;в Черепаново
Череповец;cherepovec;в Череповце
Черкесск;cherkessk;в Черкесске
Чёрмоз;chyormoz;в Чёрмозе
Черноголовка;chernogolovka;в Черноголовке
Черногорск;chernogorsk;в Черногорске
Чернушка;chernushka;в Чернушке
Черняховск;chernyahovsk;в Черняховске
Чехов;chekhov;в Чехове
Чистополь;chistopol;в Чистополе
Чита;chita;в Чите
Чкаловск;chkalovsk;в Чкаловске
Чудово;chudovo;в Чудово
Чулым;chulym;в Чулыме
Чусовой;chusovoj;в Чусовом
Чухлома;chuhloma;в Чухломе
Шагонар;shagonar;в Шагонаре
Шадринск;shadrinsk;в Шадринске
Шали;shali;в Шали
Шарыпово;sharypovo;в Шарыпово
Шарья;sharya;в Шарье
Шатура;shatura;в Шатуре
Шахтёрск;shahtyorsk;в Шахтёрске
Шахты;shahty;в Шахтах
Шахунья;shahunya;в Шахунье
Шацк;shack;в Шацке
Шебекино;shebekino;в Шебекино
Шелехов;shelekhov;в Шелехове
Шенкурск;shenkursk;в Шенкурске
Шилка;shilka;в Шилке
Шимановск;shimanovsk;в Шимановске
Шиханы;shihany;в Шиханах
Шлиссельбург;shlisselburg;в Шлиссельбурге
Шумерля;shumerlya;в Шумерле
Шумиха;shumiha;в Шумихе
Шуя;shuya;в Шуе
Щёкино;shchyokino;в Щёкино
Щёлково;shchyolkovo;в Щёлково
Щербинка;shcherbinka;в Щербинке
Щигры;shchigry;в Щиграх
Щучье;shchuche;в Щучьем
Электрогорск;elektrogorsk;в Электрогорске
Электросталь;elektrostal;в Электростали
Электроугли;elektrougli;в Электроугли
Элиста;elista;в Элисте
Энгельс;engels;в Энгельсе
Эртиль;ertil;в Эртиле
Юбилейный;yubilejnyj;в Юбилейном
Югорск;yugorsk;в Югорске
Южа;yuzha;в Юже
Южно-Сахалинск;yuzhno-sahalinsk;в Южно-Сахалинске
Южно-Сухокумск;yuzhno-suhokumsk;в Южно-Сухокумске
Южноуральск;yuzhnouralsk;в Южноуральске
Юрга;yurga;в Юрге
Юрьевец;yurevec;в Юрьевце
Юрьев-Польский;yurev-polskij;в Юрьев-Польском
Юрюзань;yuryuzan;в Юрюзани
Юхнов;yuhnov;в Юхнове
Ядрин;yadrin;в Ядрине
Якутск;yakutsk;в Якутске
Ялта;yalta;в Ялте
Ялуторовск;yalutorovsk;в Ялуторовске
Янаул;yanaul;в Янауле
Яранск;yaransk;в Яранске
Яровое;yarovoe;в Яровом
Ярославль;yaroslavl;в Ярославле
Ярцево;yarcevo;в Ярцево
Ясногорск;yasnogorsk;в Ясногорске
Ясный;yasnyj;в Ясном
Яхрома;yahroma;в Яхроме
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
